0,379342.7888,421752.6933,390232.8253
1000,191739.4828,160415.5266,206206.4473
2000,147995.5646,174574.0244,180464.7464
3000,127976.71,143063.4429,166186.5713
4000,57107.46524,130244.9175,125869.7429
5000,57107.46524,101868.9268,108536.9785
6000,54014.26162,72928.89224,89151.70726
7000,42000.33318,54713.22143,64618.22217
8000,25575.07391,53286.39813,51230.03046
9000,25575.07391,24786.2685,41160.91652
10000,18774.63889,24786.2685,33203.78059
11000,25575.07391,22961.29127,17800.07296
12000,13694.37328,19802.43533,17368.53729
13000,13694.37328,8715.443093,12323.27775
14000,13855.22921,8715.443093,11460.32298
15000,7790.785863,7057.294494,8211.763085
16000,7790.785863,8516.912535,6564.600519
17000,4470.349221,5338.657427,4535.121029
18000,5608.545383,4693.425969,5043.553566
19000,2225.079836,2621.903295,2798.070809
20000,2997.718971,2621.903295,2798.070809
21000,2617.76986,2148.789312,2798.070809
22000,1288.44058,2008.438749,2346.367971
23000,1288.44058,1028.120122,1646.169553
24000,1646.048439,1028.120122,1403.645139
25000,653.6499157,811.1368245,1038.52701
26000,653.6499157,726.0973799,982.3691889
27000,629.1889934,684.5212819,763.2051375
28000,629.1889934,479.1607075,434.7196713
29000,340.2023547,476.2573272,321.3992076
30000,374.1135861,410.4322072,321.3992076
31000,296.847143,329.964412,319.1210063
32000,296.847143,117.0707741,214.0907425
33000,176.0556476,117.0707741,205.3228677
34000,128.0609261,117.0707741,159.3847832
35000,79.37022158,94.28624929,159.3847832
36000,79.37022158,94.28624929,109.1218254
37000,78.33879883,78.38633473,80.73458927
38000,78.33879883,76.90311629,72.83066233
39000,37.79464554,32.2561433,64.80861319
40000,50.90443691,32.2561433,48.4033295
41000,30.6755159,28.7270336,47.83293368
42000,21.81679569,24.15951059,25.44022675
43000,28.55877362,24.15951059,25.44022675
44000,23.65267568,14.02761,13.33416429
45000,20.31979316,14.02761,13.33416429
46000,13.59532835,14.02761,13.33416429
47000,10.86903197,9.702207804,9.145240006
48000,6.589466767,6.373758494,7.361289718
49000,5.934291494,5.422755482,2.667979771
50000,4.791859417,4.848578483,2.667979771
51000,4.007403073,3.409672824,6.225559126
52000,2.036303155,3.409672824,3.485118199
53000,3.569472508,1.48602373,3.003718052
54000,3.072460138,2.012326076,2.84128804
55000,2.920219547,2.012326076,2.84128804
56000,2.024315354,1.627571244,2.669404407
57000,1.674870244,1.232839637,1.832308853
58000,1.464520229,1.182549744,1.060004461
59000,0.760306597,0.792444945,0.973606198
60000,0.666603347,0.708114614,1.047983152
61000,0.890799828,0.687137062,0.840794226
62000,0.758602514,0.555706325,0.777428201
63000,0.630830558,0.401291287,0.739458839
64000,0.660460923,0.293708567,0.734745734
65000,0.469012082,0.378354665,0.510922608
66000,0.469012082,0.302024983,0.457245276
67000,0.389529033,0.209414613,0.387329894
68000,0.285803477,0.186456924,0.369809478
69000,0.285803477,0.186456924,0.27489386
70000,0.249666222,0.138237597,0.27489386
71000,0.173929444,0.119146112,0.330976209
72000,0.173929444,0.117998382,0.221423337
73000,0.173929444,0.073599838,0.221423337
74000,0.125262075,0.073599838,0.199051018
75000,0.125262075,0.064885489,0.146221022
76000,0.109849451,0.049315888,0.146221022
77000,0.102278363,0.048719393,0.146221022
78000,0.077989672,0.04336439,0.11060681
79000,0.076643495,0.037993172,0.100589072
80000,0.067222499,0.037469527,0.062667803
81000,0.049750806,0.024465494,0.058558674
82000,0.044969273,0.023080569,0.043346098
83000,0.024649248,0.021333776,0.0373155
84000,0.018404109,0.014526057,0.032128282
85000,0.018404109,0.014416113,0.027720994
86000,0.014781903,0.012083764,0.013331011
87000,0.014483789,0.009033311,0.013331011
88000,0.008002713,0.007401759,0.012408789
89000,0.008815567,0.005995075,0.009380658
90000,0.007406476,0.003728271,0.007686998
91000,0.005262493,0.003728271,0.005860787
92000,0.004687666,0.003707598,0.005860787
93000,0.004167954,0.002191167,0.003891272
94000,0.002710038,0.001747335,0.004942
95000,0.002710038,0.001220107,0.002664835
96000,0.002710038,0.001177002,0.002664835
97000,0.001970869,0.001177002,0.002016612
98000,0.001643217,6.84E-04,0.001721551
99000,9.87E-04,5.55E-04,0.001721551
100000,0.001077679,5.55E-04,0.001637042
101000,7.29E-04,4.80E-04,7.32E-04
102000,7.29E-04,4.65E-04,9.78E-04
103000,5.02E-04,3.29E-04,9.46E-04
104000,4.61E-04,3.07E-04,4.65E-04
105000,4.36E-04,2.88E-04,4.65E-04
106000,3.44E-04,1.24E-04,3.62E-04
107000,2.18E-04,1.24E-04,2.91E-04
108000,1.78E-04,1.40E-04,2.91E-04
109000,1.72E-04,1.07E-04,2.15E-04
110000,1.66E-04,8.97E-05,1.33E-04
111000,1.40E-04,1.02E-04,1.33E-04
112000,9.69E-05,5.62E-05,1.33E-04
113000,7.82E-05,3.96E-05,9.13E-05
114000,8.28E-05,3.96E-05,6.88E-05
115000,3.74E-05,3.57E-05,6.81E-05
116000,4.46E-05,3.22E-05,6.17E-05
117000,3.30E-05,2.31E-05,3.21E-05
118000,2.80E-05,1.44E-05,3.21E-05
119000,2.27E-05,1.44E-05,2.97E-05
120000,2.00E-05,1.44E-05,3.21E-05
121000,1.89E-05,8.98E-06,1.99E-05
122000,1.07E-05,8.98E-06,2.08E-05
123000,1.18E-05,6.43E-06,1.80E-05
124000,8.96E-06,5.31E-06,1.09E-05
125000,4.53E-06,5.31E-06,1.09E-05
126000,6.34E-06,3.59E-06,8.28E-06
127000,4.88E-06,1.65E-06,8.40E-06
128000,3.21E-06,1.65E-06,5.62E-06
129000,2.45E-06,1.65E-06,4.17E-06
130000,2.45E-06,1.65E-06,4.96E-06
131000,2.45E-06,1.65E-06,2.90E-06
132000,1.74E-06,1.39E-06,2.90E-06
133000,1.82E-06,1.02E-06,2.16E-06
134000,1.58E-06,8.74E-07,1.37E-06
135000,9.72E-07,7.05E-07,1.14E-06
136000,5.03E-07,6.66E-07,1.32E-06
137000,5.03E-07,3.92E-07,1.32E-06
138000,4.24E-07,3.92E-07,8.16E-07
139000,4.24E-07,3.62E-07,8.16E-07
140000,3.52E-07,2.72E-07,7.50E-07
141000,3.52E-07,2.00E-07,6.10E-07
142000,2.00E-07,1.77E-07,4.69E-07
143000,1.89E-07,1.67E-07,3.80E-07
144000,1.74E-07,1.20E-07,2.51E-07
145000,1.21E-07,1.20E-07,1.21E-07
146000,8.79E-08,9.29E-08,1.35E-07
146800,,,8.41E-08
