0,541518.3334,540654.5087,506524.8615
1000,208676.1661,142899.2791,160431.2408
2000,115365.7639,75041.72779,124157.1775
3000,50918.82982,67982.45178,50393.38421
4000,50918.82982,65787.87498,34043.44717
5000,33077.63829,22957.46415,16208.42969
6000,12855.09023,19698.11926,16208.42969
7000,12855.09023,14006.76127,5791.994937
8000,5628.146702,6353.231,10306.54283
9000,7133.429722,4966.544109,4193.525856
10000,3961.867166,4047.721956,2228.823459
11000,2205.536149,3053.723803,3061.483815
12000,1409.245913,861.5636473,1592.873388
13000,714.7931452,785.9193253,892.0674722
14000,638.0032198,583.053236,647.0679499
15000,150.0569479,526.7151972,253.0461313
16000,297.2860184,341.5616082,278.6535311
17000,125.3339431,151.7914309,231.3907126
18000,104.7599665,108.9998043,88.11712319
19000,71.08699223,91.81256794,51.61888227
20000,28.20065095,58.47779696,43.90996174
21000,16.34410608,30.09754388,24.58307825
22000,13.7686893,20.51685653,21.70072655
23000,10.25621546,12.64111995,14.49380243
24000,6.863551093,10.71900259,8.846316022
25000,5.232691396,5.379510102,5.09569427
26000,3.173424408,4.235633084,5.032152696
27000,2.42819126,1.992244364,3.494619474
28000,1.91812214,1.906975982,2.299554921
29000,1.73326444,1.427873588,1.797882768
30000,0.930490552,1.186200348,1.73771845
31000,0.963062543,0.94234868,0.947349228
32000,0.594305163,0.683362734,1.098708929
33000,0.35379634,0.414751888,0.815485388
34000,0.226569429,0.573368259,0.6321075
35000,0.226569429,0.404218209,0.510618691
36000,0.209965782,0.370041978,0.385618019
37000,0.114394651,0.237915732,0.332730291
38000,0.091869461,0.213320106,0.249405362
39000,0.055571314,0.148878132,0.229320545
40000,0.049907303,0.146149786,0.115508278
41000,0.035478643,0.102660993,0.074925284
42000,0.024713121,0.073944649,0.067093956
43000,0.015572797,0.045453784,0.027945559
44000,0.013476896,0.028404506,0.026268442
45000,0.007847549,0.024137365,0.021405203
46000,0.005517317,0.015430857,0.016481706
47000,0.003927619,0.012466407,0.009613664
48000,0.003220553,0.009596011,0.006421799
49000,0.002681058,0.003696376,0.005172682
50000,0.002000819,0.004887955,0.002263586
51000,0.001778375,0.002605676,0.003120776
52000,7.72E-04,0.001828873,0.002070083
53000,5.71E-04,0.001510409,0.001019939
54000,3.95E-04,0.001410809,6.16E-04
55000,2.63E-04,7.60E-04,3.92E-04
56000,1.56E-04,5.55E-04,3.16E-04
57000,6.29E-05,3.28E-04,1.91E-04
58000,6.06E-05,2.74E-04,1.47E-04
59000,4.59E-05,1.20E-04,1.43E-04
60000,2.99E-05,1.04E-04,1.22E-04
61000,2.20E-05,9.61E-05,5.01E-05
62000,2.22E-05,8.36E-05,5.01E-05
63000,1.16E-05,3.51E-05,1.95E-05
64000,8.86E-06,2.18E-05,1.82E-05
65000,6.01E-06,2.18E-05,1.09E-05
66000,2.49E-06,1.12E-05,7.12E-06
67000,2.75E-06,8.00E-06,4.26E-06
68000,1.37E-06,8.00E-06,4.79E-06
69000,1.37E-06,4.08E-06,2.02E-06
70000,8.38E-07,2.38E-06,1.89E-06
71000,5.74E-07,2.38E-06,8.57E-07
72000,4.82E-07,1.28E-06,8.70E-07
73000,4.00E-07,1.37E-06,5.59E-07
74000,1.06E-07,5.90E-07,3.46E-07
75000,1.06E-07,4.32E-07,1.70E-07
76000,9.51E-08,2.90E-07,1.54E-07
77000,,2.24E-07,1.31E-07
78000,,1.01E-07,6.57E-08
79000,,1.01E-07,
79200,,9.12E-08,
